label,source,video_path,start_frame,end_frame,length_frames,duration_sec,fps,signer_id,has_video,video_width,video_height,invalid_duration,invalid_fps,invalid_length_frames,duration_from_frames,consistency_error_sec,is_consistency_outlier,extreme_low_thr,extreme_high_thr,is_extreme_duration,is_anomaly,removal_reason
again,asldeafined,kaggle_dataset/videos/01463.mp4,1,106.0,106.0,3.533,30.0,wlasl_13,True,640.0,480.0,False,False,False,3.533333333333333,0.0003333333333332,False,0.4669999999999996,8.125,False,False,
again,asldeafined,kaggle_dataset/videos/01464.mp4,1,75.0,75.0,2.5,29.99600053326224,wlasl_15,True,640.0,480.0,False,False,False,2.5003333333333324,0.0003333333333324,False,0.4669999999999996,8.125,False,False,
again,asldeafined,kaggle_dataset/videos/47302.mp4,1,70.0,70.0,2.333,30.0,wlasl_13,True,640.0,480.0,False,False,False,2.333333333333333,0.0003333333333332,False,0.4669999999999996,8.125,False,False,
again,aslsearch,kaggle_dataset/videos/01471.mp4,1,75.0,75.0,2.469,30.37541047851998,wlasl_12,True,720.0,400.0,False,False,False,2.4691024357691025,0.0001024357691026,False,0.4669999999999996,8.125,False,False,
again,aslsearch,kaggle_dataset/videos/47307.mp4,1,75.0,75.0,2.469,30.37541047851998,wlasl_12,True,720.0,400.0,False,False,False,2.4691024357691025,0.0001024357691026,False,0.4669999999999996,8.125,False,False,
again,aslsignbank,kaggle_dataset/videos/65032.mp4,1,56.0,56.0,2.336,23.976023976023978,wlasl_88,True,656.0,370.0,False,False,False,2.3356666666666666,0.0003333333333332,False,0.4669999999999996,8.125,False,False,
again,msasl,MS-ASL/videos_MS_ASL_raw/msasl_raw_XlydB3y9Uec.mp4,2967,3055.0,89.0,2.936000000000007,29.97,msasl_124,True,1280.0,720.0,False,False,False,2.9696363029696364,0.0336363029696293,False,0.4669999999999996,8.125,False,False,
again,msasl,MS-ASL/videos_MS_ASL_raw/msasl_raw_34NJUhpwrBc.mp4,0,121.0,122.0,7.085,17.078,msasl_2,True,640.0,360.0,False,False,False,7.143693640941563,0.0586936409415628,False,0.4669999999999996,8.125,False,False,
again,msasl,MS-ASL/videos_MS_ASL_raw/msasl_raw_84NJb1G4eLs.mp4,0,65.0,66.0,2.169,29.97,msasl_96,True,636.0,360.0,False,False,False,2.2022022022022023,0.0332022022022022,False,0.4669999999999996,8.125,False,False,
again,msasl,MS-ASL/videos_MS_ASL_raw/msasl_raw_2Tgl8gxz_HA.mp4,3056,3115.0,60.0,1.968999999999994,29.97,msasl_124,True,1280.0,720.0,False,False,False,2.002002002002002,0.033002002002008,False,0.4669999999999996,8.125,False,False,
again,msasl,MS-ASL/videos_MS_ASL_raw/msasl_raw_FMsqLT9Acso.mp4,0,92.0,93.0,3.075,29.917,msasl_38,True,480.0,270.0,False,False,False,3.1086004612761973,0.033600461276197,False,0.4669999999999996,8.125,False,False,
again,msasl,MS-ASL/videos_MS_ASL_raw/msasl_raw_UI5KLVn8JKI.mp4,1664,1691.0,28.0,0.9010000000000034,29.97,msasl_124,True,640.0,360.0,False,False,False,0.9342676009342676,0.0332676009342642,False,0.4669999999999996,8.125,False,False,
