label,source,video_path,start_frame,end_frame,length_frames,duration_sec,fps,signer_id,has_video,video_width,video_height,invalid_duration,invalid_fps,invalid_length_frames,duration_from_frames,consistency_error_sec,is_consistency_outlier,extreme_low_thr,extreme_high_thr,is_extreme_duration,is_anomaly,removal_reason
book,aslbrick,kaggle_dataset/videos/69241.mp4,1,75.0,75.0,2.502,29.97002997002997,118,True,1280.0,720.0,False,False,False,2.5025,0.000500000000000167,False,0.767,7.334407000000043,False,False,
book,signschool,kaggle_dataset/videos/07069.mp4,1,30.0,30.0,1.251,23.976023976023978,31,True,1280.0,720.0,False,False,False,1.25125,0.0002500000000000835,False,0.767,7.334407000000043,False,False,
book,startasl,kaggle_dataset/videos/07068.mp4,1,68.0,68.0,2.269,29.97,36,True,736.0,414.0,False,False,False,2.2689356022689355,6.439773106459157e-05,False,0.767,7.334407000000043,False,False,
book,asldeafined,kaggle_dataset/videos/07070.mp4,1,86.0,86.0,2.866,30.00348877776485,59,True,640.0,480.0,False,False,False,2.866333333333334,0.0003333333333337407,False,0.767,7.334407000000043,False,False,
book,aslsearch,kaggle_dataset/videos/07099.mp4,1,87.0,87.0,2.87,30.318840916754844,12,True,720.0,400.0,False,False,False,2.869502836169503,0.0004971638304969161,False,0.767,7.334407000000043,False,False,
book,signingsavvy,kaggle_dataset/videos/07074.mp4,1,41.0,41.0,1.368,29.97,11,True,288.0,192.0,False,False,False,1.3680347013680347,3.4701368034628643e-05,False,0.767,7.334407000000043,False,False,
drink,aslbrick,kaggle_dataset/videos/69302.mp4,1,77.0,77.0,2.569,29.97002997002997,115,True,1920.0,1080.0,False,False,False,2.5692333333333335,0.00023333333333352968,False,0.767,7.334407000000043,False,False,
drink,aslsignbank,kaggle_dataset/videos/65539.mp4,1,44.0,44.0,1.835,23.97616914097503,94,True,656.0,370.0,False,False,False,1.8351555555555554,0.0001555555555554644,False,0.767,7.334407000000043,False,False,
drink,startasl,kaggle_dataset/videos/17710.mp4,1,70.0,70.0,2.336,29.97,36,True,736.0,414.0,False,False,False,2.335669002335669,0.0003309976643306456,False,0.767,7.334407000000043,False,False,
drink,aslsearch,kaggle_dataset/videos/17733.mp4,1,93.0,93.0,3.07,30.296090174893205,12,True,720.0,400.0,False,False,False,3.069703036369703,0.0002969636302969647,False,0.767,7.334407000000043,False,False,
drink,aslsignbank,kaggle_dataset/videos/65540.mp4,1,46.0,46.0,1.919,23.976093402520384,94,True,656.0,370.0,False,False,False,1.918577777777778,0.0004222222222221017,False,0.767,7.334407000000043,False,False,
drink,aslsearch,kaggle_dataset/videos/17734.mp4,1,89.0,89.0,2.936,30.31091262400709,12,True,720.0,400.0,False,False,False,2.936236236236236,0.00023623623623603152,False,0.767,7.334407000000043,False,False,
drink,signschool,kaggle_dataset/videos/17711.mp4,1,81.0,81.0,2.703,29.97002997002997,52,True,854.0,480.0,False,False,False,2.7027,0.0002999999999997449,False,0.767,7.334407000000043,False,False,
drink,signschool,kaggle_dataset/videos/17712.mp4,1,43.0,43.0,1.793,23.97606111107669,6,True,1920.0,1080.0,False,False,False,1.7934555555555558,0.00045555555555587546,False,0.767,7.334407000000043,False,False,
drink,asldeafined,kaggle_dataset/videos/17713.mp4,1,91.0,91.0,3.033,30.0,21,True,640.0,480.0,False,False,False,3.033333333333333,0.0003333333333332966,False,0.767,7.334407000000043,False,False,
drink,spreadthesign,kaggle_dataset/videos/17709.mp4,1,105.0,105.0,4.2,25.0,2,True,320.0,240.0,False,False,False,4.2,0.0,False,0.767,7.334407000000043,False,False,
drink,signingsavvy,kaggle_dataset/videos/17720.mp4,1,41.0,41.0,1.368,29.97,11,True,288.0,192.0,False,False,False,1.3680347013680347,3.4701368034628643e-05,False,0.767,7.334407000000043,False,False,
drink,signingsavvy,kaggle_dataset/videos/17721.mp4,1,49.0,49.0,1.635,29.97,10,True,288.0,192.0,False,False,False,1.6349683016349683,3.1698365031695985e-05,False,0.767,7.334407000000043,False,False,
drink,signingsavvy,kaggle_dataset/videos/17722.mp4,1,49.0,49.0,1.635,29.97,10,True,288.0,192.0,False,False,False,1.6349683016349683,3.1698365031695985e-05,False,0.767,7.334407000000043,False,False,
drink,signingsavvy,kaggle_dataset/videos/17723.mp4,1,60.0,60.0,2.002,29.97,10,True,288.0,192.0,False,False,False,2.002002002002002,2.0020020023991947e-06,False,0.767,7.334407000000043,False,False,
drink,signingsavvy,kaggle_dataset/videos/17724.mp4,1,30.0,30.0,1.001,29.97,11,True,288.0,192.0,False,False,False,1.001001001001001,1.0010010011995973e-06,False,0.767,7.334407000000043,False,False,
computer,signingsavvy,kaggle_dataset/videos/12328.mp4,1,88.0,88.0,2.936,29.97,11,True,288.0,192.0,False,False,False,2.9362696029362696,0.0002696029362696528,False,0.767,7.334407000000043,False,False,
computer,startasl,kaggle_dataset/videos/12312.mp4,1,101.0,101.0,3.37,29.97002997002997,38,True,1280.0,720.0,False,False,False,3.370033333333333,3.333333333310762e-05,False,0.767,7.334407000000043,False,False,
computer,spreadthesign,kaggle_dataset/videos/12311.mp4,1,72.0,72.0,2.402,29.97,56,True,320.0,240.0,False,False,False,2.4024024024024024,0.0004024024024023021,False,0.767,7.334407000000043,False,False,
computer,aslsearch,kaggle_dataset/videos/12338.mp4,1,107.0,107.0,3.537,30.2530212549175,41,True,720.0,400.0,False,False,False,3.536836836836837,0.00016316316316311585,False,0.767,7.334407000000043,False,False,
computer,startasl,kaggle_dataset/videos/12313.mp4,1,81.0,81.0,2.703,29.97002997002997,38,True,1280.0,720.0,False,False,False,2.7027,0.0002999999999997449,False,0.767,7.334407000000043,False,False,
computer,signschool,kaggle_dataset/videos/12314.mp4,1,43.0,43.0,1.435,29.97002997002997,4,True,1920.0,1080.0,False,False,False,1.4347666666666667,0.00023333333333330764,False,0.767,7.334407000000043,False,False,
computer,signschool,kaggle_dataset/videos/12315.mp4,1,57.0,57.0,1.902,29.97002997002997,4,True,1920.0,1080.0,False,False,False,1.9019,9.999999999998899e-05,False,0.767,7.334407000000043,False,False,
computer,signschool,kaggle_dataset/videos/12316.mp4,1,43.0,43.0,1.435,29.97002997002997,4,True,1920.0,1080.0,False,False,False,1.4347666666666667,0.00023333333333330764,False,0.767,7.334407000000043,False,False,
computer,signschool,kaggle_dataset/videos/12317.mp4,1,53.0,53.0,1.768,29.97002997002997,4,True,1920.0,1080.0,False,False,False,1.7684333333333333,0.0004333333333332856,False,0.767,7.334407000000043,False,False,
computer,signschool,kaggle_dataset/videos/12318.mp4,1,45.0,45.0,1.502,29.97002997002997,4,True,1920.0,1080.0,False,False,False,1.5015,0.0004999999999999449,False,0.767,7.334407000000043,False,False,
computer,signschool,kaggle_dataset/videos/12319.mp4,1,40.0,40.0,1.335,29.97002997002997,45,True,1920.0,1080.0,False,False,False,1.3346666666666667,0.0003333333333332966,False,0.767,7.334407000000043,False,False,
computer,asldeafined,kaggle_dataset/videos/12320.mp4,1,102.0,102.0,3.4,29.99705911185178,59,True,640.0,480.0,False,False,False,3.400333333333333,0.0003333333333332966,False,0.767,7.334407000000043,False,False,
computer,signingsavvy,kaggle_dataset/videos/12326.mp4,1,73.0,73.0,2.436,29.97,11,True,288.0,192.0,False,False,False,2.4357691024357693,0.00023089756423066987,False,0.767,7.334407000000043,False,False,
